32,1834
132,1934
33,35
133,135
12632,34
12732,134
232,2034
332,2134
233,235
333,335
11232,234
11332,334
432,2234
532,2334
433,435
533,535
11432,434
11532,534
632,2434
732,2534
633,635
733,735
11632,634
11732,734
832,2634
932,2734
833,835
933,935
11832,834
11932,934
1032,2834
1132,2934
1033,1035
1133,1135
12032,1034
12132,1134
1232,3034
1332,3134
1233,1235
1333,1335
12232,1234
12332,1334
1432,1634
1532,1734
1433,1435
1533,1535
12432,1434
12532,1534
1632,3434
1732,3534
1633,1635
1733,1735
1832,3634
1932,3734
1833,1835
1933,1935
2032,3834
2132,3934
2033,2035
2133,2135
2232,4034
2332,4134
2233,2235
2333,2335
2432,4234
2532,4334
2433,2435
2533,2535
2632,4434
2732,4534
2633,2635
2733,2735
2832,4634
2932,4734
2833,2835
2933,2935
3032,3234
3132,3334
3033,3035
3133,3135
3232,5034
3332,5134
3233,3235
3333,3335
3432,5234
3532,5334
3433,3435
3533,3535
3632,5434
3732,5534
3633,3635
3733,3735
3832,5634
3932,5734
3833,3835
3933,3935
4032,5834
4132,5934
4033,4035
4133,4135
4232,6034
4332,6134
4233,4235
4333,4335
4432,6234
4532,6334
4433,4435
4533,4535
4632,4834
4732,4934
4633,4635
4733,4735
4832,6634
4932,6734
4833,4835
4933,4935
5032,6834
5132,6934
5033,5035
5133,5135
5232,7034
5332,7134
5233,5235
5333,5335
5432,7234
5532,7334
5433,5435
5533,5535
5632,7434
5732,7534
5633,5635
5733,5735
5832,7634
5932,7734
5833,5835
5933,5935
6032,7834
6132,7934
6033,6035
6133,6135
6232,6434
6332,6534
6233,6235
6333,6335
6432,8234
6532,8334
6433,6435
6533,6535
6632,8434
6732,8534
6633,6635
6733,6735
6832,8634
6932,8734
6833,6835
6933,6935
7032,8834
7132,8934
7033,7035
7133,7135
7232,9034
7332,9134
7233,7235
7333,7335
7432,9234
7532,9334
7433,7435
7533,7535
7632,9434
7732,9534
7633,7635
7733,7735
7832,8034
7932,8134
7833,7835
7933,7935
8032,9834
8132,9934
8033,8035
8133,8135
8232,10034
8332,10134
8233,8235
8333,8335
8432,10234
8532,10334
8433,8435
8533,8535
8632,10434
8732,10534
8633,8635
8733,8735
8832,10634
8932,10734
8833,8835
8933,8935
9032,10834
9132,10934
9033,9035
9133,9135
9232,11034
9332,11134
9233,9235
9333,9335
9432,9634
9532,9734
9433,9435
9533,9535
9632,11434
9732,11534
9633,9635
9733,9735
9832,11634
9932,11734
9833,9835
9933,9935
10032,11834
10132,11934
10033,10035
10133,10135
10232,12034
10332,12134
10233,10235
10333,10335
10432,12234
10532,12334
10433,10435
10533,10535
10632,12434
10732,12534
10633,10635
10733,10735
10832,12634
10932,12734
10833,10835
10933,10935
11032,11234
11132,11334
11033,11035
11133,11135
11233,11235
11333,11335
11433,11435
11533,11535
11633,11635
11733,11735
11833,11835
11933,11935
12033,12035
12133,12135
12233,12235
12333,12335
12433,12435
12533,12535
12633,12635
12733,12735
