1e5	run1	160000
1e5	run2	160000
1e5	run3	160000
1e5	run4	160000
1e5	run5	160000
1e5	run6	160000
1e5	run7	160000
1e5	run8	160000
1e5	run9	160000
1e5	run10	160000
3e5	run1	160000
3e5	run2	160000
3e5	run3	160000
3e5	run4	160000
3e5	run5	160000
3e5	run6	160000
3e5	run7	160000
3e5	run8	160000
3e5	run9	160000
3e5	run10	160000
1e6	run1	160000
1e6	run2	160000
1e6	run3	160000
1e6	run4	160000
1e6	run5	160000
1e6	run6	160000
1e6	run7	160000
1e6	run8	160000
1e6	run9	160000
1e6	run10	160000
3e6	run1	160000
3e6	run2	160000
3e6	run3	160000
3e6	run4	160000
3e6	run5	160000
3e6	run6	160000
3e6	run7	160000
3e6	run8	160000
3e6	run9	160000
3e6	run10	160000
1e7	run1	160000
1e7	run2	160000
1e7	run3	160000
1e7	run4	160000
1e7	run5	160000
1e7	run6	160000
1e7	run7	160000
1e7	run8	160000
1e7	run9	160000
1e7	run10	160000
3e7	run1	160000
3e7	run2	160000
3e7	run3	160000
3e7	run4	160000
3e7	run5	160000
3e7	run6	160000
3e7	run7	160000
3e7	run8	160000
3e7	run9	160000
3e7	run10	160000
1e8	run1	160000
1e8	run2	160000
1e8	run3	160000
1e8	run4	160000
1e8	run5	160000
1e8	run6	160000
1e8	run7	160000
1e8	run8	160000
1e8	run9	160000
1e8	run10	160000
3e8	run1	160000
3e8	run2	160000
3e8	run3	160000
3e8	run4	160000
3e8	run5	160000
3e8	run6	160000
3e8	run7	160000
3e8	run8	160000
3e8	run9	160000
3e8	run10	160000
1e9	run1	160000
1e9	run2	160000
1e9	run3	160000
1e9	run4	160000
1e9	run5	160000
1e9	run6	160000
1e9	run7	160000
1e9	run8	160000
1e9	run9	160000
1e9	run10	160000
